"THE  MALL GROUP CO.,LTD",,"49 Ramkamhaeng Rd., Huamark, Bangkapi, Bangkok 10240",www.example.com,example@gmail.com, 02-310-1237,,1,30,,,,,,,12,2
บริษัท  เอ็นบีดี เฮลท์แคร์ จํากัด,0-1055-42034-65-8,898 นวลจันทร์ แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230,www.example.com,example@gmail.com, 02-791 3888,,1,30,,,,,,,12,2
กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ฟิวเจอร์พาร์ค,0-9940-00628-25-1,"อาคารสินธรทาวเวอร์ 3 ชั้น 15, 17 และ 18, 130-132 ถนนวิทยุ แขวงลุมพินี เขต ปทุมวัน กรุงเทพมหานคร 10330",,,02-688-7777,,1,30,,,,,,,12,2
บริษัท รังสิตพลาซ่า จำกัด,0-1055-34121-68-7,94 ถนน พหลโยธิน อำเภอ ธัญบุรี ปทุมธานี 12130,,,02-688-7777,,1,30,,,,,,,12,2
บริษัท เอ็กซเปอร์เน็ท จำกัด,,2387 อาคารรวมทุนพัฒนา ชั้น 4 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,,,,,1,90,,,,,,,12,2
"PM Groups Co.,Ltd",1-1055-52089-80-3,"87/2 CRC Tower All Seasons Place,51st Floor Unit 2-4 Wireless Road,Lumpini,Phatumwan,Bangkok 10330 ",,,,,1,30,,,,,,,12,2
บริษัท ยูบีเอ็มเอเชีย (ประเทศไทย) จำกัด,0-1055-37088-01-0,"503/23 KSL ทาวเวอร์ ชั้นศรี 14 ถนนศรีอยุธยา แขวงถนนพญาไทเขตราชเทวี,ประเทศไทยกรุงเทพฯ 10400",,,089-964-4814,,1,30,,,,,,,12,2
มูลนิธิศาสนจักรของพระเยซูคริสต์ แห่งวิสุทธิชนยุคสุดท้าย,0-1075-53000-16-6,1645/6 ถ.เพชรบุรีตัดใหม่  แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400,,,092-574-5577,,1,30,,,,,,,12,2
บริษัท ซี.พี.แลนด์ จำกัด (มหาชน) สำนักงานใหญ่,0-1075-53000-16-6,313 อาคาร ซี.พี.ทาวเวอร์ ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,,,02-642-1072,,1,30,,,,,,,12,2
บริษัท วิ้งค์ ดีไซน์ คอร์ปอเรชั่น จำกัด,0-1055-52046-21-7,568 ซอย 27 ถนนสุขาภิบาลๅ แขวงคลองจั่น เขตบางกะปิ กทม. 10240,,,081-553-0421,,1,30,,,,,,,12,2
บริษัท ชิลลิน เฮ้าส์ จำกัด,010-555-4091-10-4,229-229/1 ซอยสุขุมวิท63 (เอกมัยซอย7) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,,,02-392-9100,,1,90,,,,,,,12,2
บริษัท พราว โพเอท จำกัด (สำนักงานใหญ่) ,012-555-5011-7-59,เลขที่ 1077/41 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพฯ 10400,,,081-4491848,,1,90,,,,,,,12,2
สภาอุตสาหกรรมแห่งประเทศไทย,0-9930-00132-25-4,ศูนย์ประชุมแห่งชาติสิริกิติ์ โซนC ชั้น4 เลขที่60 ถ.รัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพฯ 10110,,,02-345-1087,,1,30,,,,,,,12,2
บริษัท ปราณ พับลิชชิ่ง จำกัด /สัปปายะ พับลิชชิ่ง,0-1255-54018-40-7,95/8 ซ.แก้วอินทร์ ถ.กาญจนาภิเษก ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี 11140 ,,,02-195-0581    ,,1,90,,,,,,,12,2
Let's Check in คุณปัณณวิชญ์,,68/51 หมู่บ้านวิสต้าวิลล์ ซ.10 ม.3 ต.โพไร่หวาน อ.เมือง จ.เพชรบุรี 76000,,,087-750-3822,,1,30,,,,,,,12,2
บริษัท บี ที เจ เอ็นเตอร์เทนเม้นท์ จำกัด,,323/9 ม.8 ซ.บ้านบงคำ ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,,,080-861-1695,,1,30,,,,,,,12,2
บริษัท ซีเคียวริตี้ ซิสเต็มส์ จำกัด,1-1055-57038-42-5,เลขที่ 11 ซอยโกสุมรวมใจ 36 แขวงดอนเมือง เขตดอนเมือง กรุงเทพฯ 10210,,,080-306-3078,,1,60,,,,,,,12,2
ACE INA Overseas Insurance Company Limited,,399 เอ็กซ์เชนจ์ทาวเวอร์21 ชั้น26-30 ถ.สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพฯ 10110,,,02-611-4040 ต่อ 8484  ,,1,30,,,,,,,12,2
โรงเรียน แม้นศรีพัฒนาวิชาชีพและภาษา,,เลขที่52 ซ.ลาดพร้าว 34 แขวงจันทรเกษม เขตจตุจักร กรุงเทพฯ 10900,,,02-938-0265 ,,1,30,,,,,,,12,2
บริษัท โกรเด้น กูร์เมต์ จำกัด / บริษัท เอบีพี คาเฟ (ประเทศไทย) จำกัด ,0-1055-57152-32-5,209/1  อาคารเคทาวเวอร์บี ชั้น25  ถ.สุขุมวิท21 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพฯ 10110,,,02-261-5375 ต่อ 2822  ,,1,30,,,,,,,12,2
บริษัท ไลท์ติ้งเฮ้าส์ (ทองหล่อ) จำกัด (สำนักงานใหญ่),0-1055-41043-03-3,147 สุขุมวิท 55 (ทองหล่อซอย 10) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110,,,02-392-5140,,1,30,,,,,,,12,2
บริษัท เอ็กซ์โปลิงค์ โกลบอล เน็ทเวอร์ค จำกัด,0-1055-45057-33-1,54 อาคารบีบี ชั้น10 ห้อง1007 อโศก คลองเตยเหนือ วัฒนา กรุงเทพฯ 10110,,,02-640-8013 ต่อ 21   ,,1,30,,,,,,,12,2
สถาบันเพื่อการพัฒนาประเทศไทย (TDRI),0-9940-00176-54-6,565 ถ.รามคำแหง แขวงพลับพลา เขตวังทองหลาง กรุงเทพฯ 10310,,,02-718-5460 ต่อ 511    ,,1,30,,,,,,,12,2
สำนักงาน กสทช,0-9940-00049-44-7,87 ถ.พหลโยธิน ซ.8 แขวงสามเสนใน เขตพญาไท กทม.10400 ,,,02-271-0151   ,,1,30,,,,,,,12,2
"Asia Biz Connect Group Co., Ltd.",0-1055-38008-74-5,58/2 ซ.พร้อมศรี (สุขุมวิท49/19)ถ.สุขุมวิท คลองตันเหนือ วัฒนา กรุงเทพฯ 10110,,,02-392-6106 ต่อ 301    ,,1,90,,,,,,,12,2
มูลนิธิหัวใจอาสา,0-9930-00073-13-4,2044/23 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310,,,02-318-3959,,1,30,,,,,,,12,2
บริษัท เอ็น.ซี.ซี เอ็กซิบิชั่น ออกาไนเซอร์ จำกัด (สำนักงานใหญ่),0-1055-37148-06-3,เลขที่60 ถ.รัชดาตัดใหม่ แขวงคลองเตย เขตคลองเตย  กรุงเทพฯ 10110,,,02-229-3502   ,,1,30,,,,,,,12,2
Beyond Green Company Limited,0-1055-50126-71-0,"115/1,115/3,115/4 ถ.มอเตอร์เวย์ แขวงสะพานสูง เขตสะพานสูง กรุงเทพฯ 10250 ",,,02-136-0490 ต่อ 308,,1,30,,,,,,,12,2
บริษัท วัชระ999 จำกัด,0-7355-57000-42-2,40/9 หมู่ 12 ต.ไร่ขิง อ.สามพราน จ.นครปฐม,,,085-800-4418    ,,1,30,,,,,,,12,2
คุณชนานาฏ ทองมณี ,,188/10 โครงการ I Place ซ.รามอินทรา 23 แยก28 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10220,,,086-604-2449   ,,1,30,,,,,,,12,2
บริษัท อินโนเวชั่น มีเดีย กรุ๊ป จำกัด ,0-1055-50107-90-1,250/26 ซ.พหลโยธิน 32 ถ.พหลโยธิน แขวงจันทรเกษม เขตจตุจักร กรุงเทพฯ 10900,,,099-142-2626,,1,30,,,,,,,12,2
มูลนิธิศุภนิมิตรแห่งประเทศไทย,0-9930-00329-42-2,809 ซอยศุภนิมิตร ถนนประชาอุทิศ แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพฯ 10310 ,,,02-022-9200 ต่อ 122   ,,1,30,,,,,,,12,2
